,제목,가수,가사,좋아요
16,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽(MAKTUB),"별빛이 내린 밤
그 풍경 속 너와 나
날 새롭게 하는
따뜻하게 만드는
니 눈빛 니 미소
영원히 담아둘게
너로 가득한 맘
널 닮아가는 나
날 위한 선물
꿈보다 더 아름다운
서로의 품에서
끝 없는 밤을 걷자
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰
너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
행복이 짙은 날
어둠이 없는 밤
같은 맘 속에
같은 꿈이 피어난 건
우리의 정해진
운명이 맞닿은거야
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰
너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
내게 온 너란 빛이 눈 부셔도
네 앞에서 한 순간도 눈 감지 않아
다가올 시간도
계절의 바람도
널 데려가지 못하게
내가 더 좋은 사람이 되고 싶어
더 아름답게 널 안을 수 있게
잠들지 못한
잠들 수 없는
바람들이 널 부르고 있어
언제까지나 너와 함께 할거야
내 마지막 숨결도 너일거야
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
이렇게 밝게 이 밤을 비춰
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","12,942"
17,Gotta wanna back,Luna Jin,"I've been talk
in my sleep
I've been talk
the leaning deep
Looking for wash
I've been blame
In hide and sick
I felt the hit
But never enough

gotta wanna back
gotta wanna back back
gotta wanna back
gotta wanna back back

I've been talk
in my sleep
I've been talk
the leaning deep

gotta wanna back
gotta wanna back back
gotta wanna back
gotta wanna back back
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",1
18,...사랑했잖아...,린(LYn),"나만 원한다 했던 말도
지켜준다던 약속들도
아무렇지 않은 표정으로 버리고 있잖아
너만 바라본 많은 날들
물거품이 돼버린 오늘
또 아무렇지 않게 웃고있을 너잖아
정말 좋았잖아 행복했었잖아
가슴아픈 그런 일들도 견뎌냈던 우리잖아
제발 그러지마라
아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낮설만큼 차가운
니 목소릴 들어도 오
바보처럼 난 너를 못잊어 이렇게
알면서도 시작한 만남
그녀에게 미안한 맘만
하루하루 지날수록 커진 내 헛된 욕심들
많이 부담스러웠겠지
니 자릴 찾으려 했겠지
난 알고 있었어 닫혀진 너의 마음을 음
정말 좋았잖아 행복했었잖아
가슴아픈 그런 일들도 견뎌냈던 우리잖아
제발 그러지마라
아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낮설만큼 차가운 니 목소릴 들어도 오
바보처럼 난 니가 행복하길 바래
다시 나에게 돌아올 기회가 온다면
놓치지 않을텐데
니손 꼭 잡을텐데
니가 원했던 만큼
많이 원했던 만큼
잘해주지 못한날
미안해 용서해 이해해줘
끝까지 이기적인거
이것도 이해해줄래 우
바보같은 날 마지막까지 이렇게 음
마지막 까지 음
미안해
shfkddl 님이 등록해 주신 가사입니다.
가사 오류 제보","44,275"
19,Square (2017),백예린 (Yerin Baek),"All the colors and personalities
모든 색깔과 성격들
you can’t see right through what I truly am
그것들 사이로는 내가 정말 어떤 사람인지 볼 수 없어
you’re hurting me without noticing
넌 예고도 없이 나에게 상처를 주고
I’m so, so broke like someone just robbed me
누가 날 털어간 것 마냥 부서진 것 같아

I’m no invincible
난 강한 사람이 아니야
I have much memories of getting more weaker
난 점점 약해져가는 기억들이 훨씬 많은 걸
I know I’m not loveable
나도 내가 사랑받을 수 없는 거 알아
but you know what you’d have to say
그래도 네가 어떤 말을 해줘야 하는지 알지?


“Come on let’s go to bed
“나와 같이 침대로 가자
we gonna rock the night away
우린 이 밤을 신나게 보낼 거야
who did that to you, babe
누가 너에게 그런 짓을 한 거야
If you’re not in the right mood to sleep now then,
네가 당장 잠들 수 있는 기분이 아니라면
Come on, let’s drink and have very unmanageable day
나와서 나랑 한잔하고, 감당하기 힘든 하루를 보내자!
would you want me in bae
내가 거기 있길 바라?
If you’re not in the right mood to sleep now then
네가 당장 잠들 수 있는 기분이 아니라면
come take my arms and go
나와 함께 가자!
I’II be yours for sure”
내가 너의 것이 되어줄게!”


All the traces and reminiscences
모든 흔적들과 과거를 회상하는 일들
You can’t sense right through how I truly was
그 사이로는 내가 정말 어땠는지 느낄 수 없을 거야
You were gripping me without noticing
넌 날 예고도 없이 끌어당겼고
Was so, so strange like Someone never loved me
마치 누가 날 사랑한 적이 없는 것처럼 정말 낯설었어

I’m no invincible
난 강한 사람이 아니야
I have much memories of getting more weaker
난 점점 약해져가는 기억들이 훨씬 많은 걸
I know I’m not loveable
나도 내가 사랑받을 수 없는 거 알아
but you know what you’d have to say
그래도 네가 어떤 말을 해줘야 하는지 알지?


“Come on let’s go to bed
“나와 같이 침대로 가자
we gonna rock the night away!
우린 이 밤을 신나게 보낼거야
who did that to you, babe
누가 너에게 그런 짓을 한거야
If you’re not in the right mood to sleep now then,
네가 당장 잠들 수 있는 기분이 아니라면
Come on, let’s drink and have very unmanageable day
나와서 나랑 마시고, 감당하기 힘든 하루를 보내자
would you want me in bae
내가 거기 있길 바라?
If you’re not in the right mood to sleep now then
네가 당장 잠들 수 있는 기분이 아니라면
come take my arms and go
나와 함께 가자
I’ll be yours for sure”
내가 너의 것이 되어줄게”


You’re the only one, who saw my yesterday
너는 내 어제를 본 유일한 사람이야
the one who knows I’m here alive today
여기, 오늘 내가 살아있다는 걸 아는 사람이고
Comfort me say, what I’m meant to you
날 위로해줘, 내가 너에게 어떤 뜻인지 말해줘
you should know what you have to say
네가 뭐라고 해야 하는지 알아야 해


“Come on let’s go to bed
“나와 같이 침대로 가자
we gonna rock the night away
우린 이 밤을 신나게 보낼 거야
who did that to you, babe
누가 너에게 그런 짓을 한거야
If you’re not in the right mood to sleep now then,
네가 당장 잠들 수 있는 기분이 아니라면
Come on, let’s drink and have very unmanageable day
나와서 나랑 마시고, 감당하기 힘든 하루를 보내자
would you want me in bae
내가 거기 있길 바라?
If you’re not in the right mood to sleep now then
네가 당장 잠들 수 있는 기분이 아니라면
come, take my arms and go
나와 함께 가자
I’ll be yours for sure”
내가 너의 것이 되어줄게”
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","20,810"
20,too bad for us,로제(ROSÉ),"And it crept up on us
In the way that it does
And the moment disappeared
In the desert of us
All our tears turned to dust
Now the roses don't grow here
I guess that love does what it wants 
And that's just too bad for us 

Was it all just slight of hand
Another trick that fate has played on us again 
Two heads in the sand
I hear you talkin but I just can't understand 

Caught in no man's land 
Between the wires 
Comin under friendly fire 
Can't go forward 
Can't go back again 

And it crept up on us
In the way that it does
And the moment disappeared
In the desert of us
All our tears turned to dust
Now the roses don't grow here
I guess that love does what it wants 
And that's just too bad for us 

Flying high with both eyes closed
Almost touched the sun I guess we got too close 
Now I'm dancing on my own
But the music's not as good when you're alone 

Caught in no man's land 
Between the wires 
Comin under friendly fire 
Can't go forward 
Can't go back again 

And it crept up on us
In the way that it does 
And the moment disappeared
In the desert of us
All our tears turned to dust
Now the roses don't grow here
I guess that love does what it wants 
And that's just too bad for us 

We wanna talk but we don't wanna listen
We play pretend but we both know it's missin 
If love burns too bright it burns out in a minute 
At least that's what I tell myself 

We wanna talk but we don't wanna listen
We play pretend but we both know it's missin 
If love burns too bright it burns out in a minute 
At least that's what I tell myself 

And it crept up on us
In the way that it does
And the moment disappeared
In the desert of us
All our tears turned to dust
Now the roses don't grow here
I guess that love does what it wants 
And that's just too bad for us
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",186
21,Blue Eyes,태연 (TAEYEON),"모르는 사이 품에 안긴
너라는 아이 Yeah
You dive into my everything
간지러운 Heartbeat
너도 느끼니
두근대는 맘 Yeah
Dive into my everything

이미 이미 난 알았어
묘한 빛을 내는 너의 눈동자
그러다 깊이 빠져들어
헤엄쳐 왔어
온종일 몰아치는 파도
너라는 파동

빼곡한 내 맘에 스며든
네 숱한 감정에 잠겨
발이 뜬 채 자연스레
나의 모든 걸 맡겨

모르는 사이 품에 안긴
너라는 아이 Yeah
You dive into my everything
간지러운 Heartbeat
너도 느끼니
두근대는 맘 Yeah
Dive into my everything

번지는 Light 몸을 던진
나만의 Sky yeah
You dive into my everything
반짝이는 Blue eyes
나를 당기지
깊어지는 밤 Yeah
Dive into my everything

올라갈래 머나먼 너의 꿈까지
(On a dream)
비밀스러운 발걸음 아무도 모르지
끝없는 미로 갇힌다 해도
네 곁이라면 난 좋은 걸

푸른빛 세상에 녹아든
내 손을 네게로 뻗어
(Take my hands now)
우린 꿈의 바다가 돼
서롤 채우고 있어

모르는 사이 품에 안긴
너라는 아이 Yeah
You dive into my everything
간지러운 Heartbeat
너도 느끼니
두근대는 맘 Yeah
Dive into my everything

번지는 Light 몸을 던진
나만의 Sky yeah
You dive into my everything
반짝이는 Blue eyes
나를 당기지
깊어지는 밤 Yeah
Dive into my everything

Uh Diving
Uh Diving
Uh Diving
Dive into my everything

찾아온 내일에 넌 당연해
도망칠 맘은 없어
우린 밤새 어지럽게
얽힌 서로를 불러

Uh Diving
Uh Diving
Uh Diving
Dive into my everything

Uh Diving
Uh Diving
Uh Diving
Dive into my everything
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",308
22,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),"What's on your mind
넌 이미 알고 있잖아
궁금해 난
정말 뭔지 너의 맘이
Baby don't smile
더 기다리기 지쳐 난
Look at my eyes
(Ha) 지금이잖아 타이밍

Feel yourself, and free yourself
(If you) feel me
말해줄래 Yes or No
Feel yourself, and free yourself
(If you) feel me
말해줄게 Yes or No

Do you wanna ride or die with me
어딜 가든지 따라와 줄 거야?
아니면서 계속 맴돌지
자꾸 내 주위를 좁혀가 우리 사이
I've never been the one to plead 
'cause boys are cheap
차라리 끝내자
But I know 결국 다시 back on repeat

처음부터 달랐어 불길하게 달콤한 느낌
이미 난 흔들렸어
내 맘대로 되는 게 없어서 싫은데 좋아
So love, so pain

What's on your mind
넌 이미 알고 있잖아
궁금해 난
정말 뭔지 너의 맘이
Baby don't smile
더 기다리기 지쳐 난
Look at my eyes
(Ha) 지금이잖아 타이밍

Feel yourself, and free yourself
(If you) feel me
말해줄래 Yes or No
Feel yourself, and free yourself
(If you) feel me
말해줄게 Yes or No

이런 사이는 Not my taste
애매하게 흘리는 Night and day
Don't play with me 넌 알고 있잖니
어서 빨리 Oh just let me know

What's on your mind
전부 알고 싶어 난
언제까지 이렇게 날
애태울 셈이야
지금이야 순간 It's time to decide
I can't wait no more
다시 반복해 또

What's on your mind
넌 이미 알고 있잖아
궁금해 난
정말 뭔지 너의 맘이
Baby don't smile
더 기다리기 지쳐 난
Look at my eyes
(Ha) 지금이잖아 타이밍

Feel yourself, and free yourself
(If you) feel me
말해줄래 Yes or No
Feel yourself, and free yourself
(If you) feel me
말해줄게 Yes or No
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,008"
23,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),"Back to the day
갓 10대가 됐을 때
그때 내가 널 보지 못했다면
어땠을까 해
왜인지 외로워지는 밤에 You say
흐린 추억 속에 네게 안겨 잠드네
Yeah 친구들과의 술자리
나는 또 네 얘기를 꺼내
보고 싶다는 넋두리에 친구들 답은 뻔해
10년도 더 된 애를 사랑할 수 있냬
이제 그만 잊으래
근데 그게 잘 안돼
그래 걔 말마따나
넌 아담의 사과일 수도
But 난 신을 안 믿으니까
네 전화 바로 픽업
지금 주소 찍어
어디든 상관없어 다 갈 테니까
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네가 뭘 알아
이건 사랑이 맞아
분명 약속했단 말이야
I know I'm wrong
그 자리에 그대로
두고 온 기억들을
더듬고 있을 때면
(You say)
그건 사랑이 아냐
그건 미련이 아냐
그냥 정리하고 가자
아메리카노보단 라떼를
맛있게 내리던 네 집 앞 카페를
매일 같이 갔었었던 그때를
내려줄게 쓰지 않아 이제는
넌 매일 밤 예뻐 예뻐
해주며 날 재워 재워
식어버린 널 데워 태워
꿈에서 날 깨워 줘
버려진 기억들 속에서
쓸만한 컷들을 찾고 있어
이미 내 곁에 더는 없는 너지만
난 너를 느낄 수 있어
닿을 듯 안 닿을 듯
떠나는 뒷모습이
왜인지 행복해 보여
너라도 행복해줘
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네가 뭘 알아
이건 사랑이 맞아
분명 약속했단 말이야
I know I'm wrong
그 자리에 그대로
두고 온 기억들을
더듬고 있을 때면
(You say)
그건 사랑이 아냐
그건 미련이 아냐
그냥 정리하고 가자
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네 말이 맞아
이건 사랑이 아냐
그냥 정리하고 가자
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","6,033"
24,Sugarcoat (NATTY Solo),KISS OF LIFE,"늘 뻔한 Recipe 착한 아이처럼
반듯한 A to Z 기대 마 넌 Never
It just a puzzle piece yeah
멋대로 판단한 내 모습이
전부일 리 없잖니

So 드러낸 적 없던 맘이
솔직하게 빛난 Party
맛볼수록 Taste so good
하나부터 열까지 다
사랑받지 못한대도
싫지 않아 I love me

Sugarcoat 따윈 벗어던진
날 네가 뭐라든지
Just move, 내 맘대로
날 위한 춤을 추지

Don't sugarcoat me babe
Complex is over-rated
투명한 저 달빛이
쏟아져 더 자유로이

In the dark 어둠 속에서 더
유난히 선명한 소리를 따라 걸어
더 깊이 간직한 판도라 상자 속의 내 모습이
더는 두렵지 않은 Tonight

So 가슴에만 묻던 말이
하얀 나비처럼 Flying
놀랍도록 Feel so good
솔직한 내 모습까진
이해받지 못한대도
괜찮아 난 I love me

Sugarcoat 따윈 벗어던진
날 네가 뭐라든지
Just move, 내 맘대로
날 위한 춤을 추지

Don't sugarcoat me babe
Complex is over-rated
투명한 저 달빛이
쏟아져 더 자유로이

Oh 거울 속에 가둬 둔
진짜 나답게 이젠 I wanna do
항상 바라왔던 Change coming soon
You know what

짜릿한 해방감 속
만나게 될 모든 날
사랑할 수밖에 없을 테니 It's alright

Sugarcoat 따윈 필요 없지
난 그냥 나일 테니
Just move, 바란 대로
더 멋진 춤을 추지

Don't sugarcoat me babe
Complex is over-rated
난 올라 좀 더 높이
누구보다 빛날 테니

Don't sugarcoat me babe
날 네가 뭐라든지
Just move, 내 맘대로
날 위한 춤을 추지

Don't sugarcoat me babe
Complex is over-rated
투명한 저 달빛이
쏟아져 더 자유로이
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,448"
25,Timeless,SG워너비,"어쩜 살아가다 보면 한 번은 날 찾을지 몰라
나 그 기대 하나로 오늘도 힘겹게 버틴 걸
난 참 기억력도 좋지 않은데 왜 너에 관한 건 
그 사소한 추억들까지도 생각이 나는지

너를 잊을 순 없지만 붙잡고 싶지만
이별 앞에서 할 수 있는 건
좋은 기억이라도 남도록 편히 보내주는 일

혼자 남아도 괜찮아 가도 괜찮아 
세상에 제일 자신있는 건
내가 언제나 그래왔듯이 너를 기다리는 일

어쩜 살아가다보면 한 번은 날 찾을지 몰라
난 그 기대 하나로 오늘도 힘겹게 버틴 걸
부디 하루빨리 좋은 사람과 행복하길 바래
그래야만 내 마음 속에서 널 보낼 것 같아

너를 잊을 순 없지만 붙잡고 싶지만
이별 앞에서 할 수 있는 건
좋은 기억이라도 남도록 편히 보내주는 일

이젠 멀어져 가지만 잠시였지만 
태어나 처음 잘한 듯한 건
내겐 아무리 생각해봐도 너를 사랑했던 일

서로가 하나씩 이별의 선물을 나눠간 거잖아
난 마음을 준 대신 넌 내게 추억을 준 거야

다시 또 나를 살아가게 할 거야 

날 아프게 했지만 울게 했지만 
이것 하나만큼은 고마워
눈 감는 그날 내가 가져갈 추억 만들어줘서...
gijunS2minji 님이 등록해 주신 가사입니다.
가사 오류 제보","56,746"
26,Blur,태연 (TAEYEON),"Something in the mirror
깨진 가면 속의 표정을 들켜버린
잃어버린 거야 아님
처음부터 갖지 못한 Better me

더 괜찮은 척해 다 감춰버린
그 가십 마치 그게 다 나란 듯이
애매한 색 안에 갇혀버린
뭐야 뭘 위한 나였지

It's all a blur
자유롭지 못한 내 Words
아파해도 외면한 Heart
낯설어져 전부
I don't recognize you

It's all a blur
산산이 더 뜨겁게 Burn
다 신기루라 해도 Run
멀어져가 전부
I don't recognize you
It's all a blur

수없이도 믿어왔던 길이
전부 미로
Now I'm wondering, wondering
숨차게 달려왔던 자리
다시 밝힐 꿈결 속을 헤매지

네 멋대로 써낸 날 나란 듯이
내 진짠 마치 아무도 아닌 듯이
조각난 채 아프게 맞춰진
대체 뭘 위한 나였지

It's all a blur
자유롭지 못한 내 Words
아파해도 외면한 Heart
낯설어져 전부
I don't recognize you

It's all a blur
산산이 더 뜨겁게 Burn
다 신기루라 해도 Run
멀어져가 전부
I don't recognize you

It's all a blur
It's all a blur
잠들 수조차 없어

선명히 원해 다 나일뿐인
네 관심 밖에서 더 눈이 부신
이제야 봐 다시
Follow my dreams
이 모든 날 제대로 봐

It's just a blur
이제 날 제대로 봐
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",319
27,Smart,LE SSERAFIM (르세라핌),"I'm a smarter baby, smarter
Smarter baby, smarter
하날 보면 열까지
간파해서 돌파하지

Wanna be a winner
Wanna be a winner
계획대로 돼가지
난 나비가 될 애송이

원하는 건 승리란 놈
I call it ""sugar"" 
Plan대로라면 놓칠 리가 없지
내 sugar, sugar 

누군 말해, 내가 mean-mean-mean-mean-mean
신경 안 써 쉿 쉿 쉿 쉿 쉿 
내 패배 위에 필 아름다움 대신
더 강한 이름 ""villain""을 택했지

So 그게 바로 me-me-me-me-me
내겐 보여, see-see-see-see-see
르세라핌 날 이끌어 to victory

I'm a smarter baby, smarter
Smarter baby, smarter
하날 보면 열까지
간파해서 돌파하지 

Wanna be a winner
Wanna be a winner
계획대로 돼가지
난 나비가 될 애송이
I'm a smarter baby

Work hard in secret
아귀가 착착 맞게
I planned that, don't be mad

Plan대로라면 난 될 수가 없지
그 loser, loser 

누군 말해, 내가 mean-mean-mean-mean-mean
신경 안 써 쉿 쉿 쉿 쉿 쉿 
내 패배 위에 필 아름다움 대신
더 강한 이름 ""villain""을 택했지

So I just wanna be me-me-me-me
내겐 보여, see-see-see-see-see 
르세라핌 날 이끌어 to victory

I'm a smarter baby, smarter
Smarter baby, smarter
하날 보면 열까지
간파해서 돌파하지

Wanna be a winner
Wanna be a winner
계획대로 돼가지
난 나비가 될 애송이
I'm a smarter baby

내 시계는 tick-tock
필요했던 shortcut
찾아내고 난 잡았지, huh 

누구는 말해, ""that's all luck""
난 말해, ""no, it's not luck""
내 땀은 not lying, lying

Don't slow down, 이 삶은 superfast
Best scheme, 내 머릿속에
갓생, 난 준비를 끝냈어

Dinner of the winner,
That is what I want to get

I'm a smarter baby, smarter
Smarter baby, smarter
하날 보면 열까지
간파해서 돌파하지

Wanna be a winner
Wanna be a winner
계획대로 돼가지
난 나비가 될 애송이
I'm a smarter baby
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,297"
28,Must Have Love (우리들의 겨울),SG워너비,"함께 있단 이유로 행복했었던 
우리들의 겨울날의 소중한 기억들
좋은 날엔 언제나 네가 있기에 잊을 수 없는 Memories

Ring the bells, sing the song, 
this season is the time for love

익숙한 음악소리 가득한 거리 
하얀 거품처럼 내려와서 소복히 쌓이는 눈
멀리서 들려오는 맑은 종소리 
날 위해 준비해 둔 것 같아 너무 아름다워

말을 하지 않아도 알 수 있잖아 
나를 항상 웃게 하는 너만 있으면 돼
내 맘을 다 아나 봐 하늘에서도 세상 가득히 눈이 와

Ring the bells, sing the song, 
this season is the time for love

친구란 이름으로 지내 왔기에
새삼 말하기도 어색했던 그 고백 기억할게
너만의 사랑이란 이유만으로 
모든 게 아름다운 이 세상 너만을 사랑해

말을 하지 않아도 알 수 있잖아
나를 항상 웃게 하는 너만 있으면 돼
내 맘을 다 아나 봐 하늘에서도 
Singing all around Singing all around

함께 있단 이유로 행복했었던 
우리들의 겨울날의 소중한 기억들
좋은 날엔 언제나 네가 있기에 잊을 수 없는 Memories
잊을 수 없는 Memories

Ring the bells, sing the song, 
cuz it’s Christmas time. 
This season is the time For you.
yijae48 님이 등록해 주신 가사입니다.
가사 오류 제보","40,769"
29,바람기억,나얼,"바람 불어와 내 맘 흔들면
지나간 세월에 
두 눈을 감아본다

나를 스치는 고요한 떨림
그 작은 소리에
난 귀를 기울여 본다

내 안에 숨쉬는
커버린 삶의 조각들이
날 부딪혀 지날 때
그 곳을 바라보리라

우리의 믿음 우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라

우리의 만남 우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라

내 안에 있는 
모자란 삶의 기억들이
날 부딪혀 지날 때 
그 곳을 바라보리라

우리의 믿음 우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라

우리의 만남 우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","11,522"
30,머리어깨무릎발 (Feat. 원슈타인),이하이,"넌 나를 얼마나 생각해 음 솔직하게
네 마음을 열어볼 수 있다면 좋을 텐데
그러니 말로 해줘 굳이
둘러볼 필요 없지 주위
다른 여자는 관심 주지 말고
나만 봐 I'm sorry
사랑 원래 이기주의
높일게 우리 사이 수위
네 주위에 이만한 여자 봤어?
I got what you need
내 머리 어깨 무릎 발
그만큼 사랑해 줘
내 머리 어깨 무릎 발
You know what I mean
내 머리 어깨 무릎 발
중 어디가 좋아
내 머리 어깨 무릎 발
Sorry not sorry
내 머리 어깨 무릎 발
Um
내 머리 어깨 무릎 발
순서대로 Yeah
내 머리 어깨 무릎 발
네가 뭘 원하든
내 머리 어깨 무릎 발
너의 그 머리 어깨 무릎 WOO
그거 받고 난 내가 사랑한다면
너의 다른 부분들까지
안고 살아갈 수 있다고
그래 난 AI 로봇 같은 뻔한 ANSWER
그래도 계속 잘 다루는 널 보면
You are early adopter doctor
I don't know what to say
Do you really think she needs me?
죽도록 사랑하냐는 질문을 했지
끄덕이며 대답하는 나를 향해 Breathe
혹시 She ain't going home
When she post to be
내 머리 어깨 무릎 발
머리 어깨 무릎 발
내 머리 어깨 무릎 발
You know what I mean
내 머리 어깨 무릎 발
난
내 머리 어깨 무릎 발
Sorry not sorry
내 머리 어깨 무릎 발
머리 어깨 무릎 발
내 머리 어깨 무릎 발
머리 순서대로 Yeah
내 머리 어깨 무릎 발
머리 어깨 무릎 발
내 머리 어깨 무릎 발
너의 그 머리 어깨 무릎 WOO
도저히 잊을 수 없을걸
넌 나의 목소리부터 자태
그때 맞잡았던 너의 두 손이
Babe you make me
목에서 등까지
날 쓸어넘기는 손이
나른한 너의 두 눈이
Yeah I know it
Don't u want me
선물 뒀으니 원하면 가져가
네 마음대로
네 마음대로
네 마음대로
결국 내 마음대로
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",994
